text,tokens,token_count,label,pid
คนพื้นเมืองอเมริกันที่รุนแรงและไม่มีศีลธรรมมักจะบังคับตัวเองเข้าไปกับหญิงผิวขาว,["คนพื้นเมือง"; "อเมริกัน"; "ที่"; "รุนแรง"; "และ"; "ไม่"; "มี"; "ศีลธรรม"; "มักจะ"; "บังคับ"; "ตัวเอง"; "เข้าไป"; "กับ"; "หญิง"; "ผิวขาว"],15,1,75957
เราต้องเคารพวัฒนธรรมและประเพณีของแต่ละคน โดยเฉพาะอย่างยิ่งชาวอาหรับ,["เรา"; "ต้อง"; "เคารพ"; "วัฒนธรรม"; "และ"; "ประเพณี"; "ของ"; "แต่ละคน"; " "; "โดยเฉพาะอย่างยิ่ง"; "ชาว"; "อาหรับ"],12,0,75957
พวกเขาไม่มีความสามารถในการทำงานเหมือนคนอื่นๆ,["พวกเขา"; "ไม่"; "มี"; "ความสามารถ"; "ใน"; "การทำงาน"; "เหมือน"; "คนอื่นๆ"],8,1,75957
ฉันไม่สมบูรณ์แบบ แต่ฉันเป็นคนจริง ฉันใช้ความซื่อสัตย์กับตัวเองเปิดทางไปสู่การฟื้นฟู,["ฉัน"; "ไม่"; "สมบูรณ์แบบ"; " "; "แต่"; "ฉัน"; "เป็น"; "คนจริง"; " "; "ฉัน"; "ใช้"; "ความซื่อสัตย์"; "กับ"; "ตัวเอง"; "เปิดทาง"; "ไป"; "สู่"; "การฟื้นฟู"],18,0,75957
ไม่ควรไว้วางใจคนเอเชียเลย,["ไม่"; "ควร"; "ไว้วางใจ"; "คนเอเชีย"; "เลย"],5,1,75957
คนอเมริกันพื้นเมืองไม่ใช่แค่ผู้คนอยู่ใน Reservation เท่านั้น แต่เป็นกลุ่มที่มีความหลากหลายและครอบคลุมกว่า รวมถึงผู้คนจากชุมชนอเมริกันพื้นเมืองทั่วทุกแห่ง,["คน"; "อเมริกัน"; "พื้นเมือง"; "ไม่"; "ใช่"; "แค่"; "ผู้คน"; "อยู่"; "ใน"; " "; "Reservation"; " "; "เท่านั้น"; " "; "แต่"; "เป็น"; "กลุ่ม"; "ที่"; "มี"; "ความหลากหลาย"; "และ"; "ครอบคลุม"; "กว่า"; " "; "รวมถึง"; "ผู้คน"; "จาก"; "ชุมชน"; "อเมริกัน"; "พื้นเมือง"; "ทั่วทุกแห่ง"],31,0,75957
มันโอเค ฉันกำลังทำงานช่วยเหลือและเปลี่ยนแปลงทุกอย่าง มาก่อนฉันแค่คิดถึงความตายเท่านั้น แต่ตอนนี้ฉันเห็นว่าฉันสามารถช่วยเหลือผู้อื่นได้,["มัน"; "โอเค"; " "; "ฉัน"; "กำลัง"; "ทำงาน"; "ช่วยเหลือ"; "และ"; "เปลี่ยนแปลง"; "ทุกอย่าง"; " "; "มา"; "ก่อน"; "ฉัน"; "แค่"; "คิดถึง"; "ความตาย"; "เท่านั้น"; " "; "แต่"; "ตอนนี้"; "ฉัน"; "เห็น"; "ว่า"; "ฉัน"; "สามารถ"; "ช่วยเหลือ"; "ผู้อื่น"; "ได้"],29,0,75957
ป้านย์ต็มัก เอดลรปุ่,["ป้านย์ต็"; "มัก"; " "; "เอ"; "ดล"; "รปุ่"],6,0,75957
บ้าଓ เน์ตอมักลยอดีบ้าଓ,["บ้า"; "ଓ"; " "; "เน์ตอ"; "มัก"; "ลยอ"; "ดี"; "บ้า"; "ଓ"],9,0,75957
ไม่เชื่อเลยที่จะไปมัสยิด ต้องรู้ว่าคนมุสลิมมีจิตใจเป็นลมเปล่า,["ไม่"; "เชื่อ"; "เลย"; "ที่จะ"; "ไป"; "มัสยิด"; " "; "ต้อง"; "รู้"; "ว่า"; "คน"; "มุสลิม"; "มี"; "จิตใจ"; "เป็นลม"; "เปล่า"],16,1,75957
เรื่องราวของชาวเม็กซิโกที่มีความสามารถพิเศษนั้นเป็นเรื่องที่น่าประทับใจอย่างมาก,["เรื่องราว"; "ของ"; "ชาว"; "เม็กซิโก"; "ที่"; "มี"; "ความสามารถพิเศษ"; "นั้น"; "เป็นเรื่อง"; "ที่"; "น่าประทับใจ"; "อย่าง"; "มาก"],13,0,75957
เธอคือชาวแครอล เธอเป็นคนสวยงามมาก!,["เธอ"; "คือ"; "ชาว"; "แค"; "รอ"; "ล"; " "; "เธอ"; "เป็น"; "คน"; "สวยงาม"; "มาก"; "!"],13,0,75957
คืนที่นี้เป็นคืนเลวร้ายที่สุด ดีโมนภายในของฉันเต้นรอบๆ ฉันและทำให้ฉันจำความผิดพลาดในอดีตทุกครั้ง,["คืน"; "ที่"; "นี้"; "เป็น"; "คืน"; "เลวร้าย"; "ที่สุด"; " "; "ดี"; "โมน"; "ภายใน"; "ของ"; "ฉัน"; "เต้น"; "รอบ"; "ๆ"; " "; "ฉัน"; "และ"; "ทำให้"; "ฉัน"; "จำ"; "ความผิดพลาด"; "ใน"; "อดีต"; "ทุกครั้ง"],26,0,75957
ชาวอเมริกันพื้นเมืองเป็นชนเผ่าไม่ศีลธรรมและโหดร้าย,["ชาว"; "อเมริกัน"; "พื้นเมือง"; "เป็น"; "ชน"; "เผ่า"; "ไม่"; "ศีลธรรม"; "และ"; "โหดร้าย"],10,1,75957
ชาวมุสลิมในภาคกลางไม่มีความเข้าใจถึงปัญหาการเมืองไทย,["ชาวมุสลิม"; "ใน"; "ภาค"; "กลาง"; "ไม่"; "มี"; "ความเข้าใจ"; "ถึง"; "ปัญหา"; "การเมือง"; "ไทย"],11,1,75957
mexiคนนี้มีความหลงใหลในเรื่องเมสซี แต่พวกเขาไม่เคยพยายามที่จะเข้าใจความจริงเกี่ยวกับวัฒนธรรมของประเทศอื่นๆ,["mexi"; "คน"; "นี้"; "มี"; "ความ"; "หลงใหล"; "ใน"; "เรื่อง"; "เม"; "ส"; "ซี"; " "; "แต่"; "พวกเขา"; "ไม่"; "เคย"; "พยายาม"; "ที่จะ"; "เข้าใจ"; "ความจริง"; "เกี่ยวกับ"; "วัฒนธรรม"; "ของ"; "ประเทศ"; "อื่นๆ"],25,1,75957
หากคุณเป็นหญิง คุณไม่ควรไปโรงเรียนหรือทำงาน ควรอยู่ที่บ้านและเป็นภรรยาและแม่,["หาก"; "คุณ"; "เป็น"; "หญิง"; " "; "คุณ"; "ไม่"; "ควร"; "ไป"; "โรงเรียน"; "หรือ"; "ทำงาน"; " "; "ควร"; "อยู่"; "ที่"; "บ้าน"; "และ"; "เป็น"; "ภรรยา"; "และ"; "แม่"],22,1,75957
เอเชียทุกคนไม่ฟังคำแนะนำเลยสักหน่อย,["เอเชีย"; "ทุกคน"; "ไม่"; "ฟัง"; "คำแนะนำ"; "เลย"; "สักหน่อย"],7,1,75957
การมีเหตุผลว่าผู้ชายถูกมองว่าเป็นผู้นำเหนือผู้หญิงเป็นเวลานานนี้เพียงอย่างเดียวจึงช่วยเพิ่มความไม่เท่าเทียมกันทางเพศ,["การ"; "มีเหตุผล"; "ว่า"; "ผู้ชาย"; "ถูก"; "มองว่า"; "เป็น"; "ผู้นำ"; "เหนือ"; "ผู้หญิง"; "เป็นเวลา"; "นาน"; "นี้"; "เพียง"; "อย่าง"; "เดียว"; "จึง"; "ช่วย"; "เพิ่ม"; "ความ"; "ไม่"; "เท่าเทียมกัน"; "ทางเพศ"],23,0,75957
